call_id,student_name,year,location,tech_stack,transcript_text,sentiment_label,remarks_by_counselor,@
902,Krishna Joshi,2025,Noida,MERN Stack,Nice before country west discuss move understand able as worker loss and material point value moment.,Neutral,Considering options,
903,Kavya Sharma,2024,Lucknow,MERN Stack,Ground day many everybody time camera become black which people toward create must turn carry.,Neutral,Considering options,
904,Kavya Reddy,2023,Noida,Python with Data Science,Cell read from expert draw newspaper property difference finish lead.,Neutral,Will think and get back,
905,Saanvi Malhotra,2023,Lucknow,Python with AI and ML,Painting piece animal everyone many attack miss daughter tough party six woman often customer.,Neutral,Considering options,
906,Aditya Bhatia,2022,Lucknow,MERN Stack,Budget which blood particularly wide country individual century learn though light style religious.,Neutral,Asked for more details,
907,Saanvi Kumar,2022,Lucknow,MERN Stack,Throw wife big matter level seek trouble little develop worry lose.,Neutral,Will think and get back,
908,Rohan Bhatia,2025,Noida,Python with Data Science,Boy music mean behind play team we plan form morning western standard statement.,Neutral,Asked for more details,
909,Saanvi Agarwal,2023,Noida,Python with Data Science,Around ask simple day wear particularly local check market painting window Republican owner.,Neutral,Asked for more details,
910,Aditya Nair,2025,Noida,Java Full Stack,Table describe receive room moment may cell visit until whole movement.,Neutral,Will think and get back,
911,Kabir Yadav,2023,Noida,Python with AI and ML,Be another role kitchen better hundred need head hospital road factor everybody huge modern ok quickly.,Neutral,Will think and get back,
912,Aarav Bhatia,2025,Noida,Java Full Stack,Everybody least drive part whatever become own stop direction interesting.,Neutral,Will think and get back,
913,Saanvi Mehta,2022,Lucknow,MERN Stack,Former similar thing another benefit two drive season create suddenly behavior.,Neutral,Asked for more details,
914,Kavya Malhotra,2024,Lucknow,Java Full Stack,Popular she dream often above third third close ready.,Neutral,Will think and get back,
915,Sai Kapoor,2025,Lucknow,Java Full Stack,Professor describe political for serious road level.,Neutral,Asked for more details,
916,Saanvi Nair,2025,Lucknow,Python with AI and ML,Suggest five run set structure range Republican white off well beautiful necessary trade.,Neutral,Considering options,
917,Ananya Kapoor,2024,Lucknow,Python with AI and ML,Assume office nation few hold what bank.,Neutral,Will think and get back,
918,Diya Bhatia,2025,Lucknow,Python with Data Science,Everything piece boy suffer beautiful specific source.,Neutral,Asked for more details,
919,Rohan Singh,2025,Lucknow,Python with AI and ML,Specific second answer present even tough ok travel.,Neutral,Considering options,
920,Krishna Pandey,2024,Noida,Python with AI and ML,Listen teacher her she thousand image power politics condition item forward throughout.,Neutral,Asked for more details,
921,Kabir Jain,2023,Noida,Python with AI and ML,Beautiful lose word hard particular forget color bad authority.,Neutral,Will think and get back,
922,Saanvi Jain,2025,Noida,Java Full Stack,Spring and second thank determine not behavior well say economic wish mind concern air training.,Neutral,Considering options,
923,Rohan Mishra,2022,Lucknow,MERN Stack,Sometimes specific six fill understand sign shake fine arm walk.,Neutral,Considering options,
924,Ananya Reddy,2023,Lucknow,MERN Stack,Remain real up identify light face clearly write present third test cell religious option any.,Neutral,Considering options,
925,Ananya Kumar,2022,Noida,Python with Data Science,Others activity size deep character movie listen serious use charge onto man alone attack behavior everything.,Neutral,Considering options,
926,Aarav Joshi,2023,Lucknow,MERN Stack,Part morning relationship since cultural fast training herself home expect.,Neutral,Asked for more details,
927,Aditya Pandey,2025,Lucknow,MERN Stack,Majority help car lawyer seem type behavior choice film court agreement blue small.,Neutral,Considering options,
928,Priya Patel,2025,Lucknow,Python with AI and ML,Conference surface offer whether case wife yes.,Neutral,Considering options,
929,Aditi Singh,2024,Lucknow,Python with Data Science,Design provide smile finally push senior seek watch arrive phone.,Neutral,Considering options,
930,Meera Singh,2024,Noida,MERN Stack,Believe month say professor to conference until story.,Neutral,Asked for more details,
931,Aditya Singh,2025,Noida,Python with AI and ML,Size campaign reflect business discuss remain least.,Neutral,Considering options,
932,Riya Singh,2024,Lucknow,MERN Stack,We particularly ball one effect plan matter appear yourself four future baby hit expert impact.,Neutral,Asked for more details,
933,Arjun Joshi,2022,Lucknow,Java Full Stack,Listen indeed process deal water heavy indicate civil reveal.,Neutral,Asked for more details,
934,Rohan Mishra,2024,Lucknow,MERN Stack,Out employee work city party forward add end conference second economic send ten eat.,Neutral,Asked for more details,
935,Kabir Joshi,2022,Lucknow,MERN Stack,Grow type although student education job federal.,Neutral,Will think and get back,
936,Ananya Saxena,2023,Lucknow,MERN Stack,Beyond husband room treatment save turn available similar oil speech event drop.,Neutral,Considering options,
937,Aditi Verma,2024,Noida,MERN Stack,Who doctor back or necessary movement seem a.,Neutral,Asked for more details,
938,Riya Malhotra,2024,Lucknow,Java Full Stack,Ever they someone voice instead suggest kind yourself again per enjoy.,Neutral,Considering options,
939,Ishaan Patel,2025,Noida,Java Full Stack,Federal either reflect hear picture another culture call raise mother miss another worry billion red scene.,Neutral,Will think and get back,
940,Rohan Joshi,2023,Lucknow,Python with AI and ML,Information kid space true wonder bill on least not service.,Neutral,Asked for more details,
941,Ishaan Singh,2025,Noida,MERN Stack,Pass ahead move natural job evidence need both because in position.,Neutral,Considering options,
942,Vivaan Malhotra,2022,Noida,MERN Stack,Fast travel dinner about teacher else stay those reason project owner summer rest strategy.,Neutral,Will think and get back,
943,Vivaan Patel,2022,Noida,MERN Stack,Response south all article special always move measure discussion interview middle.,Neutral,Asked for more details,
944,Kabir Yadav,2025,Noida,Java Full Stack,Affect I truth dream purpose she approach his street business forward ground course within or agreement.,Neutral,Considering options,
945,Aditya Bhatia,2022,Noida,Java Full Stack,Sister thank international size until main most.,Neutral,Considering options,
946,Aditya Kapoor,2022,Lucknow,MERN Stack,Picture draw assume sport cultural statement fear issue official much Democrat hospital prove address century.,Neutral,Will think and get back,
947,Sai Pandey,2024,Lucknow,MERN Stack,Kid sell improve interest east type admit society voice.,Neutral,Will think and get back,
948,Kavya Pandey,2023,Lucknow,Python with AI and ML,Month plant lot hear fire various really day policy experience another measure.,Neutral,Will think and get back,
949,Aditi Verma,2022,Lucknow,Python with AI and ML,Coach they participant conference process audience set answer then analysis.,Neutral,Will think and get back,
950,Rohan Joshi,2025,Noida,MERN Stack,Former weight memory necessary reflect tree me cell need set old than energy grow.,Neutral,Considering options,
951,Saanvi Mishra,2022,Lucknow,Python with Data Science,Recognize design lot moment yard author toward investment.,Neutral,Considering options,
952,Diya Verma,2023,Lucknow,Java Full Stack,Herself street live reality capital south moment as each rich role avoid.,Neutral,Asked for more details,
953,Rohan Gupta,2022,Lucknow,Python with Data Science,Chair a she political drive learn herself near stop nice someone tend store smile security.,Neutral,Considering options,
954,Vivaan Reddy,2022,Lucknow,Python with AI and ML,Respond drop better issue will standard media will talk family increase best safe attorney difficult gun.,Neutral,Asked for more details,
955,Vivaan Kapoor,2022,Lucknow,Python with Data Science,Financial action try production the rock pass particular article type crime week police room under.,Neutral,Will think and get back,
956,Aditi Chopra,2022,Noida,MERN Stack,Participant these step more during hair list cup sing sing fish western idea.,Neutral,Considering options,
957,Aditya Pandey,2025,Noida,Python with Data Science,Arrive focus minute south teacher election may chair commercial.,Neutral,Asked for more details,
958,Aditya Mishra,2025,Lucknow,MERN Stack,Those town peace trip reach three compare for bad.,Neutral,Will think and get back,
959,Priya Patel,2025,Noida,Java Full Stack,Amount huge recognize occur my mother focus.,Neutral,Asked for more details,
960,Diya Gupta,2025,Noida,Java Full Stack,Since wish list provide international investment southern under heart grow audience second.,Neutral,Considering options,
961,Aditya Gupta,2022,Lucknow,Python with Data Science,Hand assume over where represent point crime reflect truth gun speak really news sea maybe account.,Neutral,Asked for more details,
962,Riya Patel,2025,Noida,Python with AI and ML,Director herself ahead charge north month baby finally husband laugh fear significant they door.,Neutral,Considering options,
963,Aditya Kumar,2023,Lucknow,MERN Stack,Yeah guess gun west over detail in management movie reflect body specific matter fill enjoy.,Neutral,Considering options,
964,Vivaan Nair,2023,Lucknow,Python with AI and ML,Office organization walk leave head door tax board society popular quite art instead theory study.,Neutral,Asked for more details,
965,Arjun Jain,2022,Lucknow,Java Full Stack,Issue identify respond produce perhaps first subject.,Neutral,Asked for more details,
966,Vihaan Patel,2025,Noida,MERN Stack,Although owner than white serious Mr support season teacher significant I church positive.,Neutral,Will think and get back,
967,Aarav Jain,2025,Lucknow,Java Full Stack,Everything phone you continue describe easy think general everybody good behind particularly.,Neutral,Asked for more details,
968,Sneha Patel,2024,Noida,Python with Data Science,Firm husband focus move condition collection budget spend player.,Neutral,Asked for more details,
969,Kabir Sharma,2025,Lucknow,Python with Data Science,Tonight simply network sea modern fish long.,Neutral,Will think and get back,
970,Kabir Kumar,2024,Noida,Java Full Stack,And call guess officer college one receive.,Neutral,Will think and get back,
971,Diya Kapoor,2024,Lucknow,Python with AI and ML,Whom decide middle natural prevent individual question its interest page start yeah enjoy week happy red.,Neutral,Considering options,
972,Meera Mehta,2025,Lucknow,Python with AI and ML,Resource full design more cause money should value civil mention decision surface.,Neutral,Considering options,
973,Ishita Jain,2025,Noida,Python with Data Science,Possible never hit opportunity animal century hear whose able rock radio maintain.,Neutral,Will think and get back,
974,Sneha Kumar,2023,Lucknow,Python with Data Science,Two each so inside either those eat light throughout cut.,Neutral,Considering options,
975,Vihaan Patel,2024,Lucknow,Python with AI and ML,Measure also entire central career network moment leader realize.,Neutral,Will think and get back,
976,Arjun Kumar,2023,Lucknow,Python with Data Science,While no piece alone inside week fear away meet describe community.,Neutral,Considering options,
977,Krishna Singh,2023,Lucknow,Java Full Stack,Staff western from affect research staff mind majority toward identify win.,Neutral,Asked for more details,
978,Sneha Mishra,2023,Noida,Java Full Stack,Rather require subject national open world hit far defense every through gas particular beautiful career.,Neutral,Asked for more details,
979,Diya Yadav,2025,Noida,Python with Data Science,Newspaper and thing few international management employee subject positive clearly support financial test ball conference.,Neutral,Will think and get back,
980,Kavya Bhatia,2022,Lucknow,MERN Stack,Thing blood should expert image share herself majority budget mention thousand none several.,Neutral,Will think and get back,
981,Arjun Chopra,2023,Lucknow,Python with AI and ML,Mouth dream against feeling response growth list though real break teacher general woman.,Neutral,Asked for more details,
982,Sneha Saxena,2024,Noida,MERN Stack,Employee brother local cause age detail above where language worry party small report.,Neutral,Considering options,
983,Ishita Singh,2025,Noida,Python with Data Science,Guess hit we environmental best letter possible voice matter best not idea despite they report.,Neutral,Asked for more details,
984,Vihaan Agarwal,2022,Lucknow,Python with Data Science,Professor color common hundred friend challenge sister force participant.,Neutral,Will think and get back,
985,Diya Verma,2024,Lucknow,Python with Data Science,Might recently easy reveal sense indicate her.,Neutral,Will think and get back,
986,Arjun Patel,2025,Lucknow,Python with Data Science,Talk put lead teacher low old behind it number.,Neutral,Asked for more details,
987,Rohan Agarwal,2024,Noida,Python with Data Science,Now event energy individual call compare society record realize first son hard media station.,Neutral,Asked for more details,
988,Aditya Singh,2024,Lucknow,Python with AI and ML,Hit middle partner enjoy social feel cover suggest tonight himself.,Neutral,Considering options,
989,Vihaan Nair,2025,Lucknow,MERN Stack,Pass win important him near kid involve break analysis keep her participant wear kind.,Neutral,Will think and get back,
990,Sai Mehta,2023,Lucknow,Python with Data Science,Avoid where draw young some adult establish also least than.,Neutral,Asked for more details,
991,Kabir Jain,2025,Noida,MERN Stack,Offer up science possible PM study realize experience somebody play maybe.,Neutral,Asked for more details,
992,Diya Nair,2022,Noida,Python with AI and ML,Gas new whatever hour local election science person.,Neutral,Considering options,
993,Meera Malhotra,2024,Lucknow,MERN Stack,Tv group service easy science Republican current.,Neutral,Will think and get back,
994,Meera Gupta,2023,Lucknow,Python with Data Science,Employee kind suffer dream choose technology allow chair.,Neutral,Will think and get back,
995,Aditi Nair,2024,Lucknow,Python with Data Science,Strong provide dog huge all increase sure citizen heart project develop throw.,Neutral,Will think and get back,
996,Priya Jain,2025,Lucknow,Python with AI and ML,Its owner new generation sense reduce walk send yourself maintain candidate street city PM manager.,Neutral,Will think and get back,
997,Kabir Chopra,2022,Lucknow,MERN Stack,Between east law author business business compare success doctor agreement nice stop everybody ground perhaps.,Neutral,Considering options,
998,Sai Jain,2024,Lucknow,Java Full Stack,Management few pull really movement none no bag some.,Neutral,Asked for more details,
999,Sneha Agarwal,2024,Lucknow,MERN Stack,Idea station likely measure pretty between difference drug mother culture career certain.,Neutral,Considering options,
